张一          10000000001             学生          计工院	甘肃省	否	否	2020.3.1
张二	10000000002	学生	计工院	四川省	否	否	2020.3.1
李一	10000000006	老师	计工院	甘肃省	是	是	2020.3.1
李二	10000000007	老师	计工院	陕西省	否	是	2020.3.1
张一	10000000001	学生	计工院	甘肃省	否	否	2020.3.2
张二	10000000002	学生	计工院	四川省	否	否	2020.3.2
李一	10000000006	老师	计工院	甘肃省	是	是	2020.3.2
李二	10000000007	老师	计工院	陕西省	否	是	2020.3.2
张一	10000000001	学生	计工院	甘肃省	否	否	2020.3.3
张二	10000000002	学生	计工院	四川省	否	否	2020.3.3
李一	10000000006	老师	计工院	甘肃省	是	是	2020.3.3
李二	10000000007	老师	计工院	陕西省	否	是	2020.3.3
张一	10000000001	学生	计工院	甘肃省	否	否	2020.3.4
张二	10000000002	学生	计工院	四川省	否	否	2020.3.4
李一	10000000006	老师	计工院	甘肃省	否	否	2020.3.4
李二	10000000007	老师	计工院	陕西省	否	是	2020.3.4
张一	10000000001	学生	计工院	甘肃省	否	否	2020.3.5
张二	10000000002	学生	计工院	四川省	否	否	2020.3.5
李一	10000000006	老师	计工院	甘肃省	否	否	2020.3.5
李二	10000000007	老师	计工院	陕西省	否	否	2020.3.5
张一	10000000001	学生	计工院	甘肃省	否	否	2020.3.6
张二	10000000002	学生	计工院	四川省	否	否	2020.3.6
李一	10000000006	老师	计工院	甘肃省	否	否	2020.3.6
李二	10000000007	老师	计工院	陕西省	否	否	2020.3.6
张一	10000000001	学生	计工院	甘肃省	否	否	2020.3.7
张二	10000000002	学生	计工院	四川省	否	否	2020.3.7
李一	10000000006	老师	计工院	甘肃省	否	否	2020.3.7
李二	10000000007	老师	计工院	陕西省	否	否	2020.3.7
